Path,True Label,Predicted Label,Prediction Probability,Deviation,Error Type
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/F5A2F6DEBE7740234138EA8C8AE7D2D1A18CBA1933E43B1407CB169C183C1828.dgl,2,6,0.45406243205070496,0.045937567949295044,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/0EC7D54D308944276C5EBA743A5A4F8DE8F6468F111358A5592360B4A1D4E3F8.dgl,6,0,0.3217690885066986,0.1782309114933014,FN
/storage/xiaowei_data/DWFS-Obfuscation/igexin/C5E5860BAF776DEC2AA578AD95BA81F67A0C0421EE8172F687E3FFE7D99D70FD.dgl,3,2,0.5174522995948792,0.01745229959487915,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/9FDDD71362AA3A1611EA09ACF4B24FED3B67ECE380BA93CBAEAB3DBDF78B9349.dgl,7,0,0.7013852596282959,0.2013852596282959,FN
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/7B00A1FFB7CD2F9959D227CD17F41756A3D6878AD00EAAED98AA33D2BF23C620.dgl,7,5,0.7386205196380615,0.23862051963806152,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/57D6FCA1C02DA82989D13CE8EFD42D17EA16C82BEB54433E4C28AAABD38D58D4.dgl,2,4,0.6082844138145447,0.10828441381454468,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/4DCC3F596C4EECEEBE46619C094C2F8CA0DAA8BA7E1F61244FAD7612BBC2C2CE.dgl,6,1,0.5329980254173279,0.03299802541732788,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/520AD5BBD22C67EACF6B1F4D50988DD411AF7F1C7B1FB8D04501EDE7B82D446B.dgl,6,4,0.6100363731384277,0.11003637313842773,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/03BFC3B3EBF34C0684C401DA42FCC9FBF4090AADEB5D3E41D6A5611F35C2CCFF.dgl,3,2,0.46426719427108765,0.035732805728912354,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/0C7B20C495F31DDAC8C00C00AF27134C1E727B1827BBB9530472C0E8B0138C61.dgl,4,0,0.4011131525039673,0.09888684749603271,FN
/storage/xiaowei_data/DWFS-Obfuscation/igexin/7526B72356FB9CD96947FDE8FB9240BFAF3BA375543805604E68530D2313FE1E.dgl,3,4,0.7464364171028137,0.24643641710281372,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/EFA8D44E080075D615C79A8C02C88438631B5A385C774BBC80B74EE49ABC94EE.dgl,3,2,0.41458064317703247,0.08541935682296753,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/5E4E624F6AE289327A2BCA7CBB71F0014F07349F121D3E0EF5F4DD5CC39390E6.dgl,0,4,0.9565590620040894,0.45655906200408936,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/920B327BA9D3D10918BA0EF43FE9727479499E7D27A511BC6BDEE07667A16E0E.dgl,7,6,0.5608362555503845,0.06083625555038452,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/E1C741E92891E3C8D79DE903C9F3445814BE13F8035C6BBBD3859BED100EFCC1.dgl,3,2,0.4242628514766693,0.07573714852333069,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/009A6B75F656C615C3E79B3B536F78F36E6CEDC4CBC0A0D4C99D27E637A0A2BA.dgl,3,2,0.4374057650566101,0.06259423494338989,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/8D067E116A806FC05792849C93D56BE5C2AFB1A65A72E9FEC9CFE96BF8BF6541.dgl,4,0,0.918526828289032,0.418526828289032,FN
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/ECF5E7A8D7B2B53DD1DE79ACAE6A0ECCD56196BD5521F7847CE931392175C6D3.dgl,7,6,0.5729004740715027,0.07290047407150269,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/07F0FAC3873FFF6A5CAB30C946AA2D5C59106D27CF6F30AEAC70DFA9F2364C1C.dgl,4,6,0.24224048852920532,0.2577595114707947,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/429241E3B99F6103728A918FD203E36F55310D2A86B6B8CA56E7A221B2162B81.dgl,3,2,0.5999189019203186,0.0999189019203186,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/C4CCB83BA1FEBB3EB2F514B8A86159D2F63B9C8D3ABC2668C01397AC6A59EE26.dgl,3,4,0.8982215523719788,0.39822155237197876,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/94C65C21465062AF388ACB587A6F756055FB53FC443276ECFB06F6917DCC2077.dgl,4,6,0.47447332739830017,0.02552667260169983,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/E7B9214C8F523ED33507B9FD37FD49517B93CE06152BE518A567D30D680E8806.dgl,4,1,0.6207665801048279,0.12076658010482788,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/E821A00628C7759359DEDCE5FF25D6B3CB3A138E8DC573AA2EA6899DFFB173DC.dgl,4,7,0.7311480045318604,0.23114800453186035,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/66EEE7A097F8494ADF8C317CAD1F21CEFFC4FF30F92111F9A9012EEDABC2415D.dgl,4,6,0.7378851175308228,0.23788511753082275,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/291DC06B9EB935B63FD0A33C877414A81F89FC5BAC274C931E59CB56A3F2C932.dgl,7,5,0.43719786405563354,0.06280213594436646,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/6F2B6CA59A6BCECB0919224E70EBAF2DA6F6BB4454DB44AB1BBDDA73551AEB7E.dgl,2,5,0.4409453570842743,0.05905464291572571,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/E97D50BCC42B916543C9FF48B1ADD582951135D8237FA5A4C320F90A9ADE7C14.dgl,3,0,0.6506656408309937,0.15066564083099365,FN
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/DD3C8943FAF5A460F9C43CB04A6E2988F8A37544C61A1067DC8FDCCBBC707B81.dgl,4,6,0.8139061331748962,0.31390613317489624,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/9FABF022C29B741041CED4D284F36A22550486F1D0F3156408D65F2A2D7B56B2.dgl,0,1,0.5378310084342957,0.037831008434295654,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/F03013A4B4AA17B8D064D559FF469924327D4B0FD9CFD3BDD8B7183DF2749B7F.dgl,3,5,0.4529372453689575,0.04706275463104248,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/4C3014F9A008394B51B5EADA34DD24AACED0DA8FAE1ECE7CD9B70E0D2A50D5D5.dgl,5,4,0.35533931851387024,0.14466068148612976,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/730050ECE5D7D4149F898825676F9A45A529B29E1B8EB178F91F933B23310C12.dgl,4,5,0.8484463095664978,0.3484463095664978,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/BAB820589418BCEB364B917D1728F83D4D83E64F0B12B02D0FAE339BDB1F6B72.dgl,3,2,0.6225484609603882,0.12254846096038818,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/EDD6E25D5608088CF319F5CEB2E1CDA4C1367798D8CE767D14C26A485C1FB57F.dgl,3,2,0.40234869718551636,0.09765130281448364,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/230818711EBDEB421719CDE3F3CC8A81FD23A27A0779B0EEF09D45EC768382DB.dgl,3,2,0.5986809730529785,0.09868097305297852,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/17C907D302FB7D76FD81A7947E6A38811E5FD9DC5396987D900EB990A9439C22.dgl,3,2,0.5449650883674622,0.04496508836746216,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/CDE33947A5F63D4D82BCFE65506561F4A68BBCEDB3F79E7DEF37F31EEC5A6DA5.dgl,3,2,0.4957430064678192,0.004256993532180786,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/2CEA519387CD0636904C33251E1CD3F3129A832A399FA794C271625AF29F79D7.dgl,3,6,0.38139933347702026,0.11860066652297974,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/E1A25E1EE25F4240049ACA26C3598A1C5464AA56E791E579884F43C2DDF31D28.dgl,3,2,0.665195107460022,0.16519510746002197,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/646BF73FFDC4C26D5F1CB07B81771164C1755E265696B518234B59C9C62D4DEE.dgl,5,4,0.4800141453742981,0.019985854625701904,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/60FC8974B3E9BFC720E1715B2725333C24BDE7F333C6D22BD07F0F07C1382E35.dgl,0,4,0.27442309260368347,0.22557690739631653,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/EF989CEE7FC9B024751AC291CF76F10A42E274FF09B070407A99CB61F0A16CBF.dgl,5,4,0.6862187385559082,0.1862187385559082,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/D8D72CFC0AFAECB4C1E5E7197C2E9C4F1A9D5E106D0266358E33035128E4EA1F.dgl,6,5,0.7175466418266296,0.21754664182662964,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/C2CAE1E811664E53FCC4C81F81D58EBD2EA3EE54E8ADCEA1108900DDD01D513E.dgl,3,2,0.5124292373657227,0.012429237365722656,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/9505DD6361B213784B5A90A6D4009FF6824B9FFA10B568AE332E25F318B0D7CE.dgl,2,6,0.28520065546035767,0.21479934453964233,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/18265AC37832425DC41820E9F38DDBEC5E23210D8F56D796CC83D5FB0F28CB0D.dgl,3,4,0.4131946861743927,0.0868053138256073,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/AAD439E5294580367B97A9F27CC85C073A5228778FE4953257E2896580C8B4B7.dgl,0,5,1.0,0.5,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/4B5F722FA8094BE5D7DBFD4E16B35ED83A1E622D3B8FD48531A17FB96B9DFC10.dgl,6,5,0.7515580654144287,0.2515580654144287,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/B3FBE26964513D01905D1BDDED64A90AB838DA1235AE09987835DC36DC403213.dgl,5,6,0.32369181513786316,0.17630818486213684,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/9F561393E97ED784DA398A00A9FE18B9D3EFD334674F2C08B55E0583FAF4EEB2.dgl,2,5,0.4209177494049072,0.07908225059509277,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/D9B93E47FD3BEFA0B5E48E0F40201F2EC2A6EB89BAF51E489D6A8BADECC4DE05.dgl,0,4,0.35722148418426514,0.14277851581573486,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/9EEA24CEC021FA3A2F0001F367BB356469B1C2BD7D1AC585B266CA0062BF3957.dgl,3,2,0.6134651899337769,0.11346518993377686,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/E4675151F4228E59A521BF2FC6977F430AD74A9560D9B5E6F20F35C82E4195E3.dgl,3,2,0.5115470290184021,0.0115470290184021,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/E622DAADAA40F60F8210CE91EC8D1DB5715DFFCF55BF8F2F0E30BCC5CF7A956F.dgl,3,2,0.36995238065719604,0.13004761934280396,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/663DAB130B6DADA7C645543EE1E92F4F03148C1AF7A4155E7F0F51B16E0B990B.dgl,2,4,0.4133125841617584,0.08668741583824158,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/78A96CBAB1CC3CB76B7CCDF9A3FCE900165D500E566C08DDC19265815A8D05DB.dgl,3,6,0.3796045780181885,0.12039542198181152,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/1EDD77253F4E58E9C6FAFEEC545C1D4282C81A77051AC20964FC43F55E58417B.dgl,7,6,0.2273074835538864,0.2726925164461136,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/749590C6CB2D7385B7D05EA99EA71D953975E73A6E9F7DB467447C87D37067BD.dgl,7,1,0.4616110920906067,0.03838890790939331,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/244D505E59CB3A529A0FB427EE519138D47CC294C5ED2BEBE625DC6D0D0E32D1.dgl,2,4,0.5675062537193298,0.06750625371932983,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/10E20D8EE8C097BDA0C865707216FC32393E375BD58FEAF428A0FC238BC1E6DC.dgl,0,7,0.3363802433013916,0.1636197566986084,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/52C4833518B9D6D4C04E459389D8FCD0E784CFB254B74CA5EB5ABF0FE99FEDF2.dgl,3,2,0.46478980779647827,0.03521019220352173,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/DA36941E9393980AECD45FD2BA05984F83E0F5AF15267823D36611BEF735C970.dgl,4,1,0.6205150485038757,0.12051504850387573,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/84AC7EB6C9ED3011C4512451BADDF856BAEE2615D1B03BCB39D660B90994FF36.dgl,3,2,0.7244935035705566,0.22449350357055664,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/086F2C8E0C4F5C747A5FCE22226547EE757F308CD4994F6A632FF5C7020D868A.dgl,0,1,0.5537161231040955,0.05371612310409546,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/04D6E6D56A7F11773B78E382080B87FCEE161CB4D44FE33601F57DB0A01A36F0.dgl,3,2,0.6248741745948792,0.12487417459487915,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/0A18171B9B079B6F9A50AB11DF997ABE5BBAD6EC10CB13292A88D9A1A57EB72F.dgl,3,2,0.6868970990180969,0.18689709901809692,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/0A217FBB7615521C7DB26B2B54259D43312EB571CCA090AA1B241918EBD86F23.dgl,3,2,0.6540086269378662,0.1540086269378662,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/74D2AC6E63BEB5084CAA588233A6B7270BC500BB9C8695911E46A5FF9034E3C8.dgl,3,2,0.788417398929596,0.28841739892959595,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/E3C6B2D9552A2A4DB2B6F2CF96E71506BD5AD5E7D49E6D4F4FC315DE693ABB6B.dgl,2,4,0.7145265936851501,0.21452659368515015,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/3C7BAFE1CAAA0D83CD5AF8B9F07C8394D39A1342EA226CA494B67CB1F6CDF429.dgl,6,2,0.46023663878440857,0.03976336121559143,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/45E657B039ADE6749906E04636D1C6D89523532EE4BE385ACF71AA7EF113B297.dgl,6,5,0.6407589316368103,0.1407589316368103,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/D8E3B6B08CD46E0F046354B6229CE5A3B347B22F32D82BB194E0C593CD210E03.dgl,0,4,0.621893048286438,0.12189304828643799,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/7E8CB50A4D38022DB8673C2D04C64555BF714280526601CEF96104B724E45E72.dgl,6,7,0.4365794062614441,0.06342059373855591,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/8BA36B13836A96EC98324B906CE2B42F40575006FF7210A5C3792048AB88294A.dgl,3,6,0.30924534797668457,0.19075465202331543,FP
/storage/xiaowei_data/DWFS-Obfuscation/dzhtny/4790EDCB33339DF3821E7D661F36D3167BA7BB0052B25DE34E4EFD85A2F9192E.dgl,2,4,0.4038790464401245,0.09612095355987549,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/99A964F9D9F9B12B4A4EABD19EE10ADD37FD8B71DB8862E3404EA2BD56D7B215.dgl,3,2,0.8330959677696228,0.3330959677696228,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/BE778B66941C8F7D1005A6DE678D6B70AB6DF7DB2EEC2C442221DC181FB9874A.dgl,3,2,0.550243079662323,0.050243079662323,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/122A759DD7F9038538B1185A88FCF6AA31AA3E1B9DA65963E2869C6FB79C18DF.dgl,5,6,0.6841664910316467,0.18416649103164673,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/89292106CB643C566EA8818F50F0053241BF299A909B2B076511DB19D4C6BEC8.dgl,3,2,0.49339064955711365,0.0066093504428863525,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/431DAA11CF737E64145479AEE38B98F5C2F8E5E2A5BEDCF1F7DA7820CD672F30.dgl,7,4,0.5809762477874756,0.08097624778747559,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/357B411E43679827B51E989AAE591C08BEB68E1C704D43E4F874A8F6EFB725BC.dgl,5,6,0.4407182037830353,0.05928179621696472,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/C6B2284AB89F9E2F7484D7FD5999050276382B9504F8EBB4EF63C1E744D5FECF.dgl,3,2,0.39180120825767517,0.10819879174232483,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/9322546A2801542EC6F01DDA4A1866E07B31BBC3954AD5C14766807DEEDD3C10.dgl,6,4,0.5908438563346863,0.09084385633468628,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/FDA28336AF965C72E31A021A7E7860284021F0B90766A999213A7B7C3928D365.dgl,3,2,0.5521549582481384,0.05215495824813843,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/1DB468A8DD95EE2329A467D2CB2EE24B2035862EDC4C4251051F8AD98B122719.dgl,3,2,0.6673064827919006,0.16730648279190063,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/4E1A7176F956188AF3782324C22E3DDB72B6A4359AFBA7E1DFE7C44773B45435.dgl,3,2,0.6062821745872498,0.10628217458724976,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/392D4670B079347C6C7A007223C1F22D39821743E6EE41494214031E3C0026FE.dgl,0,7,0.6648398637771606,0.16483986377716064,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/A0FC134CF27DEECB7D8509330378956EE6C1A7B0C5BBAEA5A8AA1E4D2B3706D0.dgl,3,2,0.5022497177124023,0.0022497177124023438,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/A06965697244A4353F8EE7F46F368E2B361EF586BF96C5A3882E4B8C1C627D27.dgl,0,2,0.32300513982772827,0.17699486017227173,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/1230C415901B456C3F683817367B56F35A29163BD0C29B7B5A33DC379A841C8A.dgl,0,4,0.7054866552352905,0.20548665523529053,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/ACFAD12BCAA5EB3AE6909E160BAA21FCA6570093006810D2E66530F43CC6F4B3.dgl,5,3,0.6881787180900574,0.18817871809005737,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/D985D3F2D66AAC88E88A12720A34FFA78AA3FAA2068951CD699E964BB085B2AD.dgl,3,2,0.40085554122924805,0.09914445877075195,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/2BB7638B0EF1BEC8CBCE06CC43D42AE09107A66345449719368300487A055D2E.dgl,0,4,0.9379042387008667,0.4379042387008667,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/2C7638DDBE027B2C8F3C8F959DCDAF2A285BF171D92C05D0D099A28C3A2CAD83.dgl,3,2,0.533008873462677,0.033008873462677,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/0FD957F3C3F467AF46C40D8CAE642F2BE8DDA98E1B4B989909A7AE3FAEECC0A2.dgl,3,2,0.6246104836463928,0.12461048364639282,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/322B3742659F4CC53F272058EFCA82B172381D988BF01A2FDF26566A1ECCC1EB.dgl,3,2,0.398379921913147,0.10162007808685303,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/649FAA2D6A43E2BCBB29DE79F627DEB2FAFA6E6E5923EF9B9C4978836F02838C.dgl,0,4,0.7810260653495789,0.28102606534957886,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/EB86C0AC57E9E43A646B06C37DC27AB1FDF56CBCA4C92391F5A78CD0F1AEDB84.dgl,0,4,0.5637937784194946,0.06379377841949463,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/D42305FA0A24D09017B88B79BB8D6CAB688B6C4F44A792BDF3C8C5ADBF090657.dgl,3,2,0.3437995910644531,0.15620040893554688,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/48008EAFD5FB5FB69884054B8CB290E3DDAF51DA4B80F088FBC576730A6E3B08.dgl,6,5,0.5719108581542969,0.07191085815429688,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/195D0A7182686CE11BBA370310C34F58E913536E0631A49711ED7F6BEA050DAB.dgl,6,5,0.48798951506614685,0.01201048493385315,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/88B94F7AC19DC629B0024F8F74DA074C8D7284DEB655CEF991179F4E220202D0.dgl,6,5,0.6321840286254883,0.13218402862548828,FP
/storage/xiaowei_data/DWFS-Obfuscation/spyagent/360D41486B3F641488F8AD0BBDE95B2B95678CC0894EA6B7F51407DCFA060B86.dgl,7,0,0.6776555776596069,0.17765557765960693,FN
/storage/xiaowei_data/DWFS-Obfuscation/igexin/C1DEE674E5AE6160713F3EE6DD79D7AF90AA13C88DD4542134F28237E0EC06D5.dgl,3,2,0.5854159593582153,0.08541595935821533,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/6C88970F688DC9B5302C6E99278F4F959EFA839F990F1D187F6A8CACAE21FEE4.dgl,0,5,0.5429019927978516,0.04290199279785156,FP
/storage/xiaowei_data/DWFS-Obfuscation/kuguo/EFC1BBA99D0E90D5DF186538A18709C21EC4E215F82143CAE5F998574CDA8582.dgl,4,2,0.38664910197257996,0.11335089802742004,FP
/storage/xiaowei_data/DWFS-Obfuscation/leadbolt/DD5FC363A4B0A3040030544CC4B49E3EB9641D2C44851331F2E85C54504FEB36.dgl,5,4,0.8593935370445251,0.35939353704452515,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/BDFF84B5CFE101197905F455B3096DD954BC44FF8DE34435416CDE47BCC66A64.dgl,6,4,0.6531447768211365,0.15314477682113647,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/B54C5302975957F8EC4B997B5F26446ED44D0B500815B509D42151E4C272164F.dgl,6,5,0.5125256180763245,0.012525618076324463,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/7D55FB43002F7BDE42D5FCABF2300B8394A5AA556FD9BF6EC87131B6201E0FD5.dgl,3,2,0.3471549153327942,0.1528450846672058,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/D2BCF4A50A99C9B7FB678CA30D0D7EFEAFFC1AA1B8F5B701BE744698EFA86AF7.dgl,3,2,0.5521549582481384,0.05215495824813843,FP
/storage/xiaowei_data/DWFS-Obfuscation/igexin/CFD54D62C8C71CA9D79528E3AFC383CEEB17D36226CECD7D3EC553DF99D6423F.dgl,3,6,0.3790428936481476,0.12095710635185242,FP
/storage/xiaowei_data/DWFS-Obfuscation/openconnection/7DFB296A24353ED72E3A19661386372801E2700AC41F02ACB9B9ECE163239F4B.dgl,6,2,0.46020036935806274,0.039799630641937256,FP
/storage/xiaowei_data/DWFS-Obfuscation/adpush/C8AEC47A34DCA65C4CE025163D285A258914C27249F6C40733E739BD1CC67129.dgl,0,4,0.6325452923774719,0.13254529237747192,FP
